feedback_id,atendimento_id,data_feedback,socorrista_id,nps_score,feedback_texto,tipo_problema
FB300,AT0300,02/07/2026,SOC300,5,Faltou material durante a ocorrência.,Falta de equipamento
FB301,AT0319,23/01/2026,SOC132,5,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB302,AT0519,11/01/2025,SOC022,5,Ambulância sem parte do material necessário.,Falta de equipamento
FB303,AT0604,08/04/2025,SOC075,9,Atendimento organizado e seguro.,Nenhum problema
FB304,AT0436,08/10/2024,SOC122,6,Houve espera moderada no hospital.,Demora no atendimento
FB305,AT0689,14/06/2025,SOC083,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB306,AT0686,29/06/2025,SOC007,7,Atendimento ocorreu sem complicações.,Nenhum problema
FB307,AT0400,12/01/2026,SOC293,10,Ocorrência conduzida com muita competência.,Nenhum problema
FB308,AT0702,08/06/2025,SOC176,7,Boa integração entre as equipes.,Nenhum problema
FB309,AT0493,04/12/2024,SOC032,8,Equipe atuou rapidamente no local.,Nenhum problema
FB310,AT0791,27/09/2025,SOC068,8,Resposta rápida e comunicação clara.,Nenhum problema
FB311,AT0440,18/10/2024,SOC082,10,Equipe preparada para situação crítica.,Nenhum problema
FB312,AT0842,08/11/2025,SOC089,4,Comunicação com a central apresentou ruído.,Falha de comunicação
FB313,AT0538,05/02/2025,SOC238,4,Demora para liberar leito hospitalar.,Demora no atendimento
FB314,AT0648,05/05/2025,SOC055,9,Comunicação entre socorristas foi boa.,Nenhum problema
FB315,AT0742,21/07/2025,SOC269,6,Atendimento adequado apesar da espera.,Demora no atendimento
FB316,AT0620,30/04/2025,SOC040,10,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB317,AT0414,28/09/2024,SOC173,7,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB318,AT0984,06/08/2026,SOC103,9,Equipe preparada para situação crítica.,Nenhum problema
FB319,AT0253,17/04/2026,SOC213,9,Atendimento excelente do início ao fim.,Nenhum problema
FB320,AT0467,07/11/2024,SOC117,5,Falha no repasse de dados entre equipes.,Falha de comunicação
FB321,AT0644,21/05/2025,SOC119,1,Paciente sofreu morte acidental no local.,Morte acidental
FB322,AT0076,23/02/2026,SOC136,10,Equipe demonstrou excelente preparo.,Nenhum problema
FB323,AT0333,20/03/2026,SOC264,5,Ambulância sem parte do material necessário.,Falta de equipamento
FB324,AT0842,09/11/2025,SOC189,3,Demora para liberar leito hospitalar.,Demora no atendimento
FB325,AT0830,14/11/2025,SOC167,2,Comunicação com a central apresentou ruído.,Falha de comunicação
FB326,AT0714,29/07/2025,SOC158,10,Atendimento excelente do início ao fim.,Nenhum problema
FB327,AT0923,04/05/2026,SOC183,4,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB328,AT0807,14/10/2025,SOC152,9,Equipe preparada para situação crítica.,Nenhum problema
FB329,AT0447,16/11/2024,SOC139,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB330,AT0720,10/07/2025,SOC077,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB331,AT0479,11/12/2024,SOC261,10,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB332,AT0803,09/10/2025,SOC050,2,Paciente sofreu morte acidental no local.,Morte acidental
FB333,AT0514,20/01/2025,SOC171,6,Ambulância sem parte do material necessário.,Falta de equipamento
FB334,AT0332,27/04/2026,SOC135,6,Houve espera moderada no hospital.,Demora no atendimento
FB335,AT0903,05/02/2026,SOC007,9,Procedimento ocorreu conforme planejado.,Nenhum problema
FB336,AT0756,08/08/2025,SOC272,9,Procedimento ocorreu conforme planejado.,Nenhum problema
FB337,AT0799,02/10/2025,SOC296,4,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB338,AT0653,02/06/2025,SOC048,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB339,AT0829,16/11/2025,SOC109,7,Atendimento organizado e seguro.,Nenhum problema
FB340,AT0564,27/03/2025,SOC006,7,Equipe demonstrou grande eficiência.,Nenhum problema
FB341,AT0657,04/05/2025,SOC188,10,Equipe demonstrou grande eficiência.,Nenhum problema
FB342,AT0165,03/02/2026,SOC242,5,Equipamento necessário não estava disponível.,Falta de equipamento
FB343,AT0649,01/06/2025,SOC030,8,Atendimento ocorreu sem complicações.,Nenhum problema
FB344,AT0854,08/11/2025,SOC093,8,Ocorrência conduzida com muita competência.,Nenhum problema
FB345,AT0768,23/08/2025,SOC100,8,Atendimento organizado e seguro.,Nenhum problema
FB346,AT0845,24/11/2025,SOC004,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB347,AT0602,16/04/2025,SOC260,7,Resposta rápida e comunicação clara.,Nenhum problema
FB348,AT0907,09/02/2026,SOC288,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB349,AT0286,24/03/2026,SOC073,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB350,AT0902,06/02/2026,SOC240,5,Houve espera moderada no hospital.,Demora no atendimento
FB351,AT0504,01/01/2025,SOC014,7,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB352,AT0240,02/07/2026,SOC272,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB353,AT0700,10/06/2025,SOC271,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB354,AT0570,20/03/2025,SOC135,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB355,AT0549,21/02/2025,SOC179,7,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB356,AT0884,17/12/2025,SOC013,6,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB357,AT0319,23/01/2026,SOC202,2,Paciente sofreu morte acidental no local.,Morte acidental
FB358,AT0698,27/06/2025,SOC244,10,Atendimento rápido e organizado.,Nenhum problema
FB359,AT0537,08/02/2025,SOC131,2,Informações do chamado estavam incompletas.,Falha de comunicação
FB360,AT0628,25/05/2025,SOC188,10,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB361,AT0605,25/04/2025,SOC186,7,Atendimento adequado apesar da espera.,Demora no atendimento
FB362,AT0316,15/08/2026,SOC031,10,Resposta rápida e comunicação clara.,Nenhum problema
FB363,AT0615,26/04/2025,SOC206,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB364,AT0892,08/12/2025,SOC135,8,Boa integração entre as equipes.,Nenhum problema
FB365,AT0346,14/04/2026,SOC186,8,Resposta rápida e comunicação clara.,Nenhum problema
FB366,AT0031,16/02/2026,SOC087,3,Comunicação com a central apresentou ruído.,Falha de comunicação
FB367,AT0178,10/01/2026,SOC281,7,Procedimento realizado de forma segura.,Nenhum problema
FB368,AT0574,22/03/2025,SOC278,7,Comunicação entre socorristas foi boa.,Nenhum problema
FB369,AT0980,08/07/2026,SOC014,3,Informações do chamado estavam incompletas.,Falha de comunicação
FB370,AT0117,07/07/2026,SOC055,10,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB371,AT0993,20/08/2026,SOC288,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB372,AT0634,18/05/2025,SOC297,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB373,AT0305,29/01/2026,SOC255,9,Equipe atuou rapidamente no local.,Nenhum problema
FB374,AT0541,03/03/2025,SOC151,8,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB375,AT0374,17/01/2026,SOC080,7,Atendimento organizado e seguro.,Nenhum problema
FB376,AT0775,19/09/2025,SOC288,5,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB377,AT0638,03/06/2025,SOC191,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB378,AT0438,02/11/2024,SOC025,9,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB379,AT0412,24/09/2024,SOC061,4,Faltou equipamento durante o atendimento.,Falta de equipamento
FB380,AT0895,01/02/2026,SOC003,10,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB381,AT0816,29/10/2025,SOC023,9,Tempo de resposta foi satisfatório.,Nenhum problema
FB382,AT0555,08/03/2025,SOC104,8,Comunicação entre socorristas foi boa.,Nenhum problema
FB383,AT0531,01/03/2025,SOC133,9,Procedimento realizado de forma segura.,Nenhum problema
FB384,AT0793,08/09/2025,SOC035,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB385,AT0977,06/07/2026,SOC067,7,Comunicação entre socorristas foi boa.,Nenhum problema
FB386,AT0210,28/07/2026,SOC063,7,Ocorrência conduzida com muita competência.,Nenhum problema
FB387,AT0336,10/07/2026,SOC195,7,Suporte adequado durante todo o atendimento.,Nenhum problema
FB388,AT0497,09/12/2024,SOC029,8,Atendimento organizado e seguro.,Nenhum problema
FB389,AT0612,01/05/2025,SOC145,8,Suporte adequado durante todo o atendimento.,Nenhum problema
FB390,AT0189,28/04/2026,SOC061,7,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB391,AT0141,12/03/2026,SOC131,7,Comunicação entre socorristas foi boa.,Nenhum problema
FB392,AT0384,14/05/2026,SOC026,4,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB393,AT0515,08/01/2025,SOC171,4,Demora na regulação do leito hospitalar.,Demora no atendimento
FB394,AT0795,09/09/2025,SOC034,4,Informações do chamado estavam incompletas.,Falha de comunicação
FB395,AT0692,11/06/2025,SOC170,7,Equipe atuou rapidamente no local.,Nenhum problema
FB396,AT0077,09/02/2026,SOC177,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB397,AT0119,24/07/2026,SOC040,6,Atendimento adequado apesar da espera.,Demora no atendimento
FB398,AT0568,12/03/2025,SOC108,9,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB399,AT0902,03/02/2026,SOC257,7,Equipe atuou rapidamente no local.,Nenhum problema
FB400,AT0933,08/05/2026,SOC087,6,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB401,AT0499,21/12/2024,SOC181,8,Equipe preparada para situação crítica.,Nenhum problema
FB402,AT0912,24/02/2026,SOC281,6,Faltou equipamento durante o atendimento.,Falta de equipamento
FB403,AT0945,11/05/2026,SOC039,4,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB404,AT0532,03/03/2025,SOC163,9,Equipe demonstrou grande eficiência.,Nenhum problema
FB405,AT0800,23/09/2025,SOC105,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB406,AT0499,22/12/2024,SOC123,9,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB407,AT0332,23/04/2026,SOC255,7,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB408,AT0665,31/05/2025,SOC262,10,Atendimento ocorreu sem complicações.,Nenhum problema
FB409,AT0228,26/08/2026,SOC083,10,Equipe demonstrou grande eficiência.,Nenhum problema
FB410,AT0735,26/07/2025,SOC287,9,Comunicação entre socorristas foi boa.,Nenhum problema
FB411,AT0850,16/11/2025,SOC213,5,Ambulância sem parte do material necessário.,Falta de equipamento
FB412,AT0934,31/05/2026,SOC099,2,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB413,AT0564,27/03/2025,SOC136,7,Procedimento ocorreu conforme planejado.,Nenhum problema
FB414,AT0303,20/08/2026,SOC253,9,Equipe preparada para situação crítica.,Nenhum problema
FB415,AT0923,02/05/2026,SOC010,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB416,AT0898,08/01/2026,SOC135,8,Atendimento organizado e seguro.,Nenhum problema
FB417,AT0975,19/07/2026,SOC256,8,Atendimento organizado e seguro.,Nenhum problema
FB418,AT0680,23/06/2025,SOC118,9,Comunicação entre socorristas foi boa.,Nenhum problema
FB419,AT0742,23/07/2025,SOC224,10,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB420,AT0505,14/01/2025,SOC131,7,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB421,AT0355,20/03/2026,SOC230,3,Comunicação com a central apresentou ruído.,Falha de comunicação
FB422,AT0441,18/11/2024,SOC132,10,Ocorrência conduzida com muita competência.,Nenhum problema
FB423,AT0780,22/09/2025,SOC245,10,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB424,AT0467,03/11/2024,SOC113,9,Comunicação entre socorristas foi boa.,Nenhum problema
FB425,AT0757,25/08/2025,SOC219,3,Atendimento adequado apesar da espera.,Demora no atendimento
FB426,AT0607,26/04/2025,SOC231,7,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB427,AT0565,22/03/2025,SOC242,7,Equipe atuou rapidamente no local.,Nenhum problema
FB428,AT0975,20/07/2026,SOC273,9,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB429,AT0342,16/01/2026,SOC100,9,Atendimento excelente do início ao fim.,Nenhum problema
FB430,AT0595,04/04/2025,SOC036,9,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB431,AT0337,13/02/2026,SOC052,7,Atendimento excelente do início ao fim.,Nenhum problema
FB432,AT0951,07/06/2026,SOC175,4,Houve espera moderada no hospital.,Demora no atendimento
FB433,AT0597,21/04/2025,SOC029,4,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB434,AT0473,26/11/2024,SOC126,8,Resposta rápida e comunicação clara.,Nenhum problema
FB435,AT0343,20/07/2026,SOC032,7,Atendimento excelente do início ao fim.,Nenhum problema
FB436,AT0680,22/06/2025,SOC085,5,Equipamento necessário não estava disponível.,Falta de equipamento
FB437,AT0526,27/02/2025,SOC087,9,Ocorrência conduzida com muita competência.,Nenhum problema
FB438,AT0311,06/03/2026,SOC135,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB439,AT0086,15/03/2026,SOC017,4,Informações do chamado estavam incompletas.,Falha de comunicação
FB440,AT0520,17/01/2025,SOC174,10,Tempo de resposta foi satisfatório.,Nenhum problema
FB441,AT0671,25/06/2025,SOC084,2,Informações do chamado estavam incompletas.,Falha de comunicação
FB442,AT0620,05/05/2025,SOC274,9,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB443,AT0922,17/03/2026,SOC070,2,Paciente sofreu morte acidental no local.,Morte acidental
FB444,AT0931,15/04/2026,SOC155,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB445,AT0950,05/06/2026,SOC102,9,Atendimento organizado e seguro.,Nenhum problema
FB446,AT0842,11/11/2025,SOC144,9,Procedimento ocorreu conforme planejado.,Nenhum problema
FB447,AT0588,13/04/2025,SOC171,8,Procedimento realizado de forma segura.,Nenhum problema
FB448,AT0624,21/05/2025,SOC090,9,Equipe demonstrou grande eficiência.,Nenhum problema
FB449,AT0524,03/03/2025,SOC025,7,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB450,AT0526,23/02/2025,SOC136,7,Procedimento ocorreu conforme planejado.,Nenhum problema
FB451,AT0110,30/04/2026,SOC070,1,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB452,AT0842,08/11/2025,SOC179,9,Tempo de resposta foi satisfatório.,Nenhum problema
FB453,AT0405,17/09/2024,SOC143,8,Suporte adequado durante todo o atendimento.,Nenhum problema
FB454,AT0078,26/01/2026,SOC207,9,Tempo de resposta foi satisfatório.,Nenhum problema
FB455,AT0579,18/03/2025,SOC077,8,Atendimento organizado e seguro.,Nenhum problema
FB456,AT0778,18/09/2025,SOC125,4,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB457,AT0555,09/03/2025,SOC179,8,Comunicação entre socorristas foi boa.,Nenhum problema
FB458,AT0498,22/12/2024,SOC207,7,Equipe preparada para situação crítica.,Nenhum problema
FB459,AT0731,03/08/2025,SOC107,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB460,AT0339,08/01/2026,SOC204,10,Atendimento ocorreu sem complicações.,Nenhum problema
FB461,AT0030,24/02/2026,SOC119,5,Demora na regulação do leito hospitalar.,Demora no atendimento
FB462,AT0679,27/06/2025,SOC002,7,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB463,AT0630,14/05/2025,SOC113,6,Faltou equipamento durante o atendimento.,Falta de equipamento
FB464,AT0894,08/01/2026,SOC294,9,Procedimento ocorreu conforme planejado.,Nenhum problema
FB465,AT0539,22/02/2025,SOC123,7,Equipe atuou rapidamente no local.,Nenhum problema
FB466,AT0832,21/11/2025,SOC128,6,Equipamento necessário não estava disponível.,Falta de equipamento
FB467,AT0048,16/06/2026,SOC123,3,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB468,AT0072,17/05/2026,SOC134,3,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB469,AT0683,14/06/2025,SOC157,8,Comunicação entre socorristas foi boa.,Nenhum problema
FB470,AT0389,22/07/2026,SOC283,7,Resposta rápida e comunicação clara.,Nenhum problema
FB471,AT0178,10/01/2026,SOC157,8,Atendimento excelente do início ao fim.,Nenhum problema
FB472,AT0311,06/03/2026,SOC204,5,Comunicação com a central apresentou ruído.,Falha de comunicação
FB473,AT0507,28/01/2025,SOC205,6,Equipamento necessário não estava disponível.,Falta de equipamento
FB474,AT0477,08/12/2024,SOC220,8,Ocorrência conduzida com muita competência.,Nenhum problema
FB475,AT0656,03/05/2025,SOC097,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB476,AT0912,26/02/2026,SOC284,10,Procedimento ocorreu conforme planejado.,Nenhum problema
FB477,AT0499,21/12/2024,SOC098,10,Equipe demonstrou excelente preparo.,Nenhum problema
FB478,AT0356,25/07/2026,SOC202,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB479,AT0667,28/05/2025,SOC075,7,Atendimento excelente do início ao fim.,Nenhum problema
FB480,AT0006,19/02/2026,SOC129,6,Faltou equipamento durante o atendimento.,Falta de equipamento
FB481,AT0515,12/01/2025,SOC090,5,Informações do chamado estavam incompletas.,Falha de comunicação
FB482,AT0461,11/11/2024,SOC099,10,Procedimento realizado de forma segura.,Nenhum problema
FB483,AT0517,23/01/2025,SOC166,7,Comunicação entre socorristas foi boa.,Nenhum problema
FB484,AT0134,21/07/2026,SOC051,7,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB485,AT0648,07/05/2025,SOC063,9,Equipe atuou rapidamente no local.,Nenhum problema
FB486,AT0704,12/06/2025,SOC243,8,Boa integração entre as equipes.,Nenhum problema
FB487,AT0803,11/10/2025,SOC205,6,Ambulância sem parte do material necessário.,Falta de equipamento
FB488,AT0967,27/07/2026,SOC054,9,Procedimento ocorreu conforme planejado.,Nenhum problema
FB489,AT0491,19/12/2024,SOC196,10,Suporte adequado durante todo o atendimento.,Nenhum problema
FB490,AT0729,21/07/2025,SOC031,7,Atendimento organizado e seguro.,Nenhum problema
FB491,AT0560,10/03/2025,SOC103,5,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB492,AT0380,24/08/2026,SOC116,9,Comunicação entre socorristas foi boa.,Nenhum problema
FB493,AT0913,09/02/2026,SOC069,8,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB494,AT0800,22/09/2025,SOC244,4,Informações do chamado estavam incompletas.,Falha de comunicação
FB495,AT0955,27/06/2026,SOC104,7,Atendimento organizado e seguro.,Nenhum problema
FB496,AT0860,29/11/2025,SOC219,9,Tempo de resposta foi satisfatório.,Nenhum problema
FB497,AT0935,16/05/2026,SOC006,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB498,AT0312,23/05/2026,SOC250,8,Equipe demonstrou excelente preparo.,Nenhum problema
FB499,AT0042,27/01/2026,SOC093,10,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB500,AT0367,20/06/2026,SOC079,9,Equipe demonstrou excelente preparo.,Nenhum problema
FB0001,AT6716,01/05/2026,SOC138,4,Comunicação com a central apresentou ruído.,Falha de comunicação
FB0002,AT7010,22/06/2026,SOC115,10,Boa integração entre as equipes.,Nenhum problema
